5229,008002,0,家居电器,
5230,008002,0,厨房电器,
5231,008002,0,影音产品,
5232,008002,0,小家电,
5233,008002,0,汽车及配件,
5234,008002,0,汽车,
5235,008002,0,摩托车,
5236,008002,0,自行车,
5237,008002,0,车辆配件,
5238,008002,0,奢侈消费品,
5239,008002,0,化妆品,
5240,008002,0,珠宝首饰,
5241,008002,0,其他奢侈消费品,
5242,008002,0,旅馆餐饮及休闲,
5243,008002,0,旅游,
5244,008002,0,酒店,
5245,008002,0,餐饮,
5246,008002,0,娱乐服务,
5247,008002,0,贸易与批发,
5248,008002,0,贸易,
5249,008002,0,商业中介代理,
5250,008002,0,商业批发,
5251,008002,0,日用品批发,
5252,008002,0,工业品批发,
5253,008002,0,商业零售,
5254,008002,0,百货商店,
5255,008002,0,超市与大卖场,
5256,008002,0,专业连锁,
5257,008002,0,其他商业服务业,
5258,008002,0,专业科研服务,
5259,008002,0,种植类产品,
5260,008002,0,其他中介服务,
5261,008002,0,医药制造,
5262,008002,0,成品药,
5263,008002,0,医疗器械,
5264,008002,0,保健品,
5265,008002,0,生物制品,
5266,008002,0,生物药品,
5267,008002,0,其他生物制品,
5268,008002,0,医疗保健服务,
5269,008002,0,医疗机构,
5270,008002,0,医药销售,
5271,008002,0,水路运输,
5272,008002,0,港口,
5273,008002,0,远洋运输,
5274,008002,0,内水运输,
5275,008002,0,陆路运输,
5276,008002,0,公路运输,
5277,008002,0,铁路运输,
5278,008002,0,路桥营运,
5279,008002,0,航空服务,
5280,008002,0,航空运输,
5281,008002,0,机场,
5282,008002,0,物流仓储服务,
5283,008002,0,仓储服务,
5284,008002,0,物流服务,
5285,008002,0,交通运输辅助,
5286,008002,0,银行,
5287,008002,0,综合银行,
5288,008002,0,原料药,
5289,008002,0,物业开发,
5290,008002,0,物业投资管理,
5291,008002,0,物业出租,
5292,008002,0,建筑与装饰,
5293,008002,0,建筑施工,
5294,008002,0,装修装饰,
5295,008002,0,城市能源,
5296,008002,0,电力供应,
5297,008002,0,燃气暖气供应,
5298,008002,0,综合能源服务,
5299,008002,0,水务,
5300,008002,0,城市供水,
5301,008002,0,污水处理,
5302,008002,0,市政交通,
5303,008002,0,环保工程,
5304,008002,0,公共交通,
5305,008002,0,市政设施建设,
5306,008002,0,石油天然气,
5307,008002,0,综合石油天然气开发,
5308,008002,0,石油天然气采掘,
5309,008002,0,石油天然气加工销售,
5310,008002,0,煤炭,
5311,008002,0,煤炭开采,
5312,008002,0,焦炭加工,
5313,008002,0,能源配套,
5314,008002,0,能源设备,
5315,008002,0,园区开发,
5316,008003,0,粘胶,
5317,008003,0,纯碱,
5318,008003,0,氯碱,
5319,008003,0,无机盐,
5320,008003,0,氮肥,
5321,008003,0,钾肥,
5322,008003,0,磷肥,
5323,008003,0,农药,
5324,008003,0,日用化学产品,
5325,008003,0,涂料油漆制造,
5326,008003,0,石油加工,
5327,008003,0,石油贸易,
5328,008003,0,塑料Ⅲ,
5329,008003,0,轮胎,
5330,008003,0,电机,
5331,008003,0,电气自控设备,
5332,008003,0,电源设备,
5333,008003,0,其他电力设备,
5334,008003,0,输变电设备,
5335,008003,0,机床工具,
5336,008003,0,机械基础件,
5337,008003,0,磨具磨料,
5338,008003,0,内燃机,
5339,008003,0,其它普通机械,
5340,008003,0,制冷空调设备,
5341,008003,0,仪器仪表Ⅲ,
5342,008003,0,纺织服装设备,
5343,008003,0,建筑机械,
5344,008003,0,其它专用机械,
5345,008003,0,冶金矿采设备,
5346,008003,0,印刷包装机械,
5347,008003,0,重型机械,
5348,008003,0,冰箱,
5349,008003,0,空调,
5350,008003,0,洗衣机,
5351,008003,0,小家电,
5352,008003,0,彩电,
5353,008003,0,其它视听器材,
5354,008003,0,玻璃制造,
5355,008003,0,其他建材,
5356,008003,0,水泥制造,
5357,008003,0,陶瓷制造,
5358,008003,0,建筑施工,
5359,008003,0,装修装饰,
5360,008003,0,港口Ⅲ,
5361,008003,0,公路运输Ⅲ,
5362,008003,0,航空运输Ⅲ,
5363,008003,0,机场Ⅲ,
5364,008003,0,路桥Ⅲ,
5365,008003,0,水路运输Ⅲ,
5366,008003,0,铁路运输Ⅲ,
5367,008003,0,物流Ⅲ,
5368,008003,0,船舶制造,
5369,008003,0,航空航天设备,
5370,008003,0,摩托车,
5371,008003,0,农机设备,
5372,008003,0,铁路设备,
5373,008003,0,汽车销售,
5374,008003,0,汽车零部件Ⅲ,
5375,008003,0,乘用车,
5376,008003,0,金属新材料Ⅲ,
5377,008003,0,铝,
5378,008003,0,铅锌,
5379,008003,0,铜,
5380,008003,0,小金属,
5381,008003,0,综合Ⅲ,
5382,008002,0,能源服务,
5383,008003,0,商用载货车,
5384,008003,0,商用载客车,
5385,008003,0,专用汽车,
5386,008003,0,保险Ⅲ,
5387,008003,0,信托Ⅲ,
5388,008003,0,银行Ⅲ,
5389,008002,0,电力,
5390,008002,0,电力生产,
5391,008002,0,电力投资,
5392,008002,0,新兴能源,
5393,008002,0,太阳能,
5394,008002,0,风能,
5395,008002,0,核能,
5396,008002,0,化学制品,
5397,008002,0,化工原料,
5398,008002,0,石油化工,
5399,008002,0,化学纤维,
5400,008002,0,油漆涂料,
5401,008002,0,塑料制品,
5402,008003,0,证券Ⅲ,
5403,008003,0,林业Ⅲ,
5404,008003,0,果蔬加工,
5405,008003,0,粮油加工,
5406,008003,0,畜禽加工,
5407,008003,0,农业综合Ⅲ,
5408,008003,0,饲料Ⅲ,
5409,008003,0,海洋捕捞,
5410,008003,0,水产养殖,
5411,008003,0,果蔬生产,
5412,008003,0,其他种植业,
5413,008003,0,种子生产,
5414,008003,0,包装印刷Ⅲ,
5415,008003,0,家具,
5416,008003,0,家用轻工,
5417,008003,0,其他轻工制造Ⅲ,
5418,008003,0,造纸Ⅲ,
5419,008003,0,百货零售,
5420,008003,0,商业物业经营,
5421,008003,0,专业连锁,
5422,008003,0,贸易Ⅲ,
5423,008003,0,肉制品,
5424,008003,0,食品综合,
5425,008003,0,制糖,
5426,008003,0,调味发酵品,
5427,008003,0,乳品,
5428,008003,0,白酒,
5429,008003,0,啤酒,
5430,008003,0,葡萄酒,
5431,008003,0,其他酒类,
5432,008003,0,软饮料,
5433,008003,0,出版,
5434,008003,0,广播电影电视,
5435,008003,0,计算机应用Ⅲ,
5436,008003,0,通信运营Ⅲ,
5437,008002,0,橡胶制品,
5438,008002,0,化肥农药,
5439,008002,0,特种化工品,
5440,008003,0,互联网信息服务,
5441,008003,0,商业贸易,
5442,008003,0,食品饮料,
5443,008003,0,信息服务,
5444,008003,0,信息设备,
5445,008003,0,医药生物,
5446,008003,0,有色金属,
5447,008003,0,综合,
5448,008003,0,煤炭开采Ⅱ,
5449,008003,0,其他采掘Ⅱ,
5450,008003,0,石油开采Ⅱ,
5451,008003,0,餐饮Ⅱ,
5452,008003,0,景点,
5453,008003,0,酒店Ⅱ,
5454,008003,0,旅游综合Ⅱ,
5455,008003,0,半导体,
5456,008003,0,其他电子器件Ⅱ,
5457,008003,0,显示器件Ⅱ,
5458,008001,0,木制品业,
5459,008001,0,家具制造业,
5460,008001,0,竹、藤家具制造业,
5461,008001,0,其他家具制造业,
5462,008001,0,纸浆制造业,
5463,008001,0,印刷业,
5464,008001,0,文教体育用品制造业,
5465,008001,0,其他文教用品制造业,
5466,008002,0,其他化学制品,
5467,008002,0,建筑用品,
5468,008002,0,建筑材料,
5469,008002,0,玻璃制品,
5470,008002,0,陶瓷制品,
5471,008002,0,水泥制品,
5472,008002,0,建筑构件,
5473,008002,0,林木及制品,
5474,008002,0,其他建筑材料,
5475,008002,0,金属及矿物,
5476,008002,0,黑色金属,
5477,008002,0,有色金属,
5478,008002,0,贵金属,
5479,008002,0,金属材料与制品,
5480,008002,0,非金属矿物与制品,
5481,008002,0,矿业服务与建设,
5482,008002,0,容器与包装,
5483,008002,0,容器,
5484,008002,0,造纸及纸制品,
5485,008002,0,印刷包装,
5486,008002,0,通用机械,
5487,008002,0,机床工具,
5488,008002,0,机械基础件,
5489,008002,0,磨具磨料,
5490,008002,0,锅炉,
5491,008002,0,发动机及配件,
5492,008002,0,其它普通机械,
5493,008002,0,电器机械及器材,
5494,008002,0,电机,
